mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/4	4/4	2	1	E.I{	E	I		I	I						{	M	0	0	4, 8, 5		4	4	0	9	0.0	0.0	0.875	0.0
1	0	1/4	1/2	4/4	2	1	V[V(4)	E	I	V	V(4)	V			4				M	0	0	5, 4, 6		5	5	0	6	0.0	0.0	0.9375	0.0
1	0	3/8	5/8	4/4	2	1	V	E	I	V	V	V							M	0	0	5, 9, 6		5	5	0	4	0.0	0.0	0.3125	0.0
1	0	1/2	3/4	4/4	2	1	I	E	I	V	I	I							M	0	0	4, 8, 5		4	4	0	9	0.0	0.0	1.0	0.0
2	1	0	0	4/4	2	1	V(4)	E	I	V	V(4)	V			4				M	0	0	5, 4, 6		5	5	0	6	0.0	0.0	0.8125	0.0
2	1	1/8	1/8	4/4	2	1	V]	E	I	V	V	V							M	0	0	5, 9, 6		5	5	0	4	0.0	0.0	0.3125	0.0
2	1	1/4	1/4	4/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	0.4375	0.0
2	1	3/8	3/8	4/4	2	1	ii6/V	E	I		ii6/V	ii		6		V			m	0	0	4, 8, 7		7	4	0	4	0.0	0.0	0.3125	0.0
2	1	1/2	1/2	4/4	2	1	iii%65/V	E	I		iii%65/V	iii	%	65		V			%7	0	0	6, 3, 7, 9		9	6	0	4	0.0	0.0	0.3125	0.0
2	1	5/8	5/8	4/4	2	1	vi/V	E	I		vi/V	vi				V			m	0	0	8, 5, 9		8	8	0	4	0.0	0.0	0.3125	0.0
2	1	3/4	3/4	4/4	2	1	ii6/V	E	I		ii6/V	ii		6		V			m	0	0	4, 8, 7		7	4	0	4	0.0	0.0	0.5	0.0
2	1	7/8	7/8	4/4	2	1	V/V	E	I		V/V	V				V			M	0	0	6, 10, 7		6	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	2	0	0	4/4	2	1	I/V|PAC}	E	I		I/V	I				V	PAC	}	M	0	0	5, 9, 6		5	5	0	7	0.0	0.0	1.0	0.0
3	2	1/4	1/4	4/4	2	1	I6{	E	I		I6	I		6				{	M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.25	0.0
3	2	3/8	3/8	4/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.375	0.0
3	2	1/2	1/2	4/4	2	1	V[V(4)	E	I	V	V(4)	V			4				M	0	0	5, 4, 6		5	5	0	4	0.0	0.0	0.625	0.0
3	2	5/8	5/8	4/4	2	1	V	E	I	V	V	V							M	0	0	5, 9, 6		5	5	0	3	0.0	0.0	0.25	0.0
3	2	3/4	3/4	4/4	2	1	I	E	I	V	I	I							M	0	0	4, 8, 5		4	4	0	7	0.0	0.0	0.875	0.0
4	3	0	0	4/4	2	1	V(4)	E	I	V	V(4)	V			4				M	0	0	5, 4, 6		5	5	0	5	0.0	0.0	0.75	0.0
4	3	1/8	1/8	4/4	2	1	V]	E	I	V	V	V							M	0	0	5, 9, 6		5	5	0	3	0.0	0.0	0.25	0.0
4	3	1/4	1/4	4/4	2	1	I	E	I		I	I							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.375	0.0
4	3	3/8	3/8	4/4	2	1	vi6	E	I		vi6	vi		6					m	0	0	4, 8, 7		7	4	0	3	0.0	0.0	0.25	0.0
4	3	1/2	1/2	4/4	2	1	vii%65	E	I		vii%65	vii	%	65					%7	0	0	6, 3, 7, 9		9	6	0	3	0.0	0.0	0.25	0.0
4	3	5/8	5/8	4/4	2	1	vi/V	E	I		vi/V	vi				V			m	0	0	8, 5, 9		8	8	0	3	0.0	0.0	0.25	0.0
