quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
47/4	0.25	3	3	15/16	15/16	4/4	1	1	1/16	1/16	1		4	64	E4	4	47
12	0.5	4	4	0	0	4/4	2	2	1/8	1/8	1		4	52	E3	3	77
12	1.0	4	4	0	0	4/4	2	1	1/4	1/4	1		6	54	F#3	3	71
12	1.0	4	4	0	0	4/4	1	2	1/4	1/4	1		5	59	B3	3	66
12	0.5	4	4	0	0	4/4	1	1	1/8	1/8	1		6	66	F#4	4	57
25/2	0.5	4	4	1/8	1/8	4/4	2	2	1/8	1/8	1		9	51	D#3	3	78
25/2	0.5	4	4	1/8	1/8	4/4	1	1	1/8	1/8	1		5	71	B4	4	58
13	0.5	4	4	1/4	1/4	4/4	2	2	1/8	1/8	1		4	52	E3	3	79
13	1.0	4	4	1/4	1/4	4/4	2	1	1/4	1/4	1		4	52	E3	3	72
13	0.75	4	4	1/4	1/4	4/4	1	2	3/16	1/8	3/2		4	64	E4	4	67
13	0.5	4	4	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68	G#4	4	59
27/2	0.5	4	4	3/8	3/8	4/4	2	2	1/8	1/8	1		4	40	E2	2	80
27/2	0.5	4	4	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73	C#5	5	60
55/4	0.25	4	4	7/16	7/16	4/4	1	2	1/16	1/16	1		4	64	E4	4	68
14	0.5	4	4	1/2	1/2	4/4	2	1	1/8	1/8	1		6	54	F#3	3	73
14	0.5	4	4	1/2	1/2	4/4	1	1	1/8	1/8	1		9	63	D#4	4	61
14	1.0	4	4	1/2	1/2	4/4	1	2	1/4	1/4	1		9	63	D#4	4	69
29/2	0.5	4	4	5/8	5/8	4/4	2	1	1/8	1/8	1		8	56	G#3	3	74
29/2	0.25	4	4	5/8	5/8	4/4	1	1	1/16	1/16	1		5	71	B4	4	62
59/4	0.25	4	4	11/16	11/16	4/4	1	1	1/16	1/16	1		9	63	D#4	4	63
15	0.5	4	4	3/4	3/4	4/4	2	1	1/8	1/8	1		4	52	E3	3	75
15	0.5	4	4	3/4	3/4	4/4	1	1	1/8	1/8	1		7	61	C#4	4	64
15	1.0	4	4	3/4	3/4	4/4	1	2	1/4	1/4	1		7	61	C#4	4	70
31/2	0.5	4	4	7/8	7/8	4/4	2	1	1/8	1/8	1		6	54	F#3	3	76
31/2	0.5	4	4	7/8	7/8	4/4	1	1	1/8	1/8	1		10	70	A#4	4	65
16	1.0	5	5	0	0	4/4	2	1	1/4	1/4	1		5	47	B2	2	82
16	1.0	5	5	0	0	4/4	1	1	1/4	1/4	1		9	63	D#4	4	81
16	1.0	5	5	0	0	4/4	1	1	1/4	1/4	1		6	66	F#4	4	81
16	1.0	5	5	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	81
17	0.5	6	5	0	1/4	4/4	2	2	1/8	1/8	1		8	56	G#3	3	100
17	1.0	6	5	0	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	96
17	0.5	6	5	0	1/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	92
17	0.5	6	5	0	1/4	4/4	1	1	1/8	1/8	1		5	71	B4	4	83
35/2	0.5	6	5	1/8	3/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	101
35/2	0.5	6	5	1/8	3/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	93
35/2	0.25	6	5	1/8	3/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	84
71/4	0.25	6	5	3/16	7/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	85
18	0.5	6	5	1/4	1/2	4/4	2	1	1/8	1/8	1		3	57	A3	3	97
18	0.5	6	5	1/4	1/2	4/4	2	2	1/8	1/8	1		3	57	A3	3	102
18	1.0	6	5	1/4	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	94
18	0.5	6	5	1/4	1/2	4/4	1	1	1/8	1/8	1		7	73	C#5	5	86
37/2	0.5	6	5	3/8	5/8	4/4	2	2	1/8	1/8	1		8	56	G#3	3	103
37/2	0.5	6	5	3/8	5/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	98
37/2	0.5	6	5	3/8	5/8	4/4	1	1	1/8	1/8	1		5	71	B4	4	87
19	0.25	6	5	1/2	3/4	4/4	1	1	1/16	1/16	1		8	68	G#4	4	88
77/4	0.25	6	5	9/16	13/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	89
39/2	0.5	6	5	5/8	7/8	4/4	2	1	1/8	1/8	1		4	52	E3	3	99
39/2	0.5	6	5	5/8	7/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	99
39/2	0.5	6	5	5/8	7/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	95
39/2	0.25	6	5	5/8	7/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	90
79/4	0.25	6	5	11/16	15/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	91
20	0.5	7	6	0	0	4/4	2	1	1/8	1/8	1		3	57	A3	3	124
20	1.0	7	6	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	119
20	0.5	7	6	0	0	4/4	1	1	1/8	1/8	1		7	73	C#5	5	104
41/2	0.5	7	6	1/8	1/8	4/4	2	1	1/8	1/8	1		8	56	G#3	3	125
41/2	0.5	7	6	1/8	1/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	125
41/2	0.5	7	6	1/8	1/8	4/4	1	1	1/8	1/8	1		5	71	B4	4	105
21	0.5	7	6	1/4	1/4	4/4	2	1	1/8	1/8	1		4	52	E3	3	126
21	0.5	7	6	1/4	1/4	4/4	2	1	1/8	1/8	1		5	59	B3	3	126
21	0.25	7	6	1/4	1/4	4/4	1	1	1/16	1/16	1		8	68	G#4	4	106
85/4	0.25	7	6	5/16	5/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	107
43/2	0.5	7	6	3/8	3/8	4/4	2	1	1/8	1/8	1		8	56	G#3	3	127
43/2	0.5	7	6	3/8	3/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	127
43/2	0.5	7	6	3/8	3/8	4/4	1	2	1/8	1/8	1		5	71	B4	4	120
43/2	0.25	7	6	3/8	3/8	4/4	1	1	1/16	1/16	1		4	76	E5	5	108
87/4	0.25	7	6	7/16	7/16	4/4	1	1	1/16	1/16	1		9	75	D#5	5	109
22	0.5	7	6	1/2	1/2	4/4	2	1	1/8	1/8	1		3	57	A3	3	128
22	1.0	7	6	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	121
22	0.25	7	6	1/2	1/2	4/4	1	1	1/16	1/16	1		9	75	D#5	5	110
89/4	0.25	7	6	9/16	9/16	4/4	1	1	1/16	1/16	1		7	73	C#5	5	111
45/2	0.5	7	6	5/8	5/8	4/4	2	1	1/8	1/8	1		8	56	G#3	3	129
45/2	0.5	7	6	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	129
45/2	0.25	7	6	5/8	5/8	4/4	1	1	1/16	1/16	1		7	73	C#5	5	112
91/4	0.25	7	6	11/16	11/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	113
23	0.5	7	6	3/4	3/4	4/4	2	1	1/8	1/8	1		6	54	F#3	3	130
23	0.5	7	6	3/4	3/4	4/4	1	2	1/8	1/8	1		9	63	D#4	4	122
23	0.25	7	6	3/4	3/4	4/4	1	1	1/16	1/16	1		5	71	B4	4	114
93/4	0.25	7	6	13/16	13/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	115
47/2	0.5	7	6	7/8	7/8	4/4	2	1	1/8	1/8	1		4	52	E3	3	131
47/2	0.5	7	6	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	131
47/2	0.5	7	6	7/8	7/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	123
47/2	0.125	7	6	7/8	7/8	4/4	1	1	1/32	1/32	1		8	68	G#4	4	116
189/8	0.125	7	6	29/32	29/32	4/4	1	1	1/32	1/32	1		3	69	A4	4	117
95/4	0.25	7	6	15/16	15/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	118
24	0.5	8	7	0	0	4/4	2	2	1/8	1/8	1		5	47	B2	2	143
24	1.0	8	7	0	0	4/4	2	1	1/4	1/4	1		6	54	F#3	3	141
24	1.0	8	7	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	141
24	1.0	8	7	0	0	4/4	1	1	1/4	1/4	1		9	63	D#4	4	132
24	1.0	8	7	0	0	4/4	1	1	1/4	1/4	1		6	66	F#4	4	132
49/2	0.5	8	7	1/8	1/8	4/4	2	2	1/8	1/8	1		3	45	A2	2	144
25	0.5	8	7	1/4	1/4	4/4	2	2	1/8	1/8	1		8	44	G#2	2	145
25	0.5	8	7	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71	B4	4	133
51/2	0.5	8	7	3/8	3/8	4/4	2	2	1/8	1/8	1		8	56	G#3	3	146
51/2	0.5	8	7	3/8	3/8	4/4	2	2	1/8	1/8	1		5	59	B3	3	146
51/2	0.5	8	7	3/8	3/8	4/4	1	1	1/8	1/8	1		4	64	E4	4	134
26	0.5	8	7	1/2	1/2	4/4	2	2	1/8	1/8	1		3	57	A3	3	147
26	0.5	8	7	1/2	1/2	4/4	2	2	1/8	1/8	1		7	61	C#4	4	147
26	0.5	8	7	1/2	1/2	4/4	1	1	1/8	1/8	1		6	66	F#4	4	135
53/2	0.5	8	7	5/8	5/8	4/4	2	2	1/8	1/8	1		8	56	G#3	3	148
53/2	0.5	8	7	5/8	5/8	4/4	2	2	1/8	1/8	1		5	59	B3	3	148
53/2	0.5	8	7	5/8	5/8	4/4	1	1	1/8	1/8	1		4	64	E4	4	136
27	0.25	8	7	3/4	3/4	4/4	1	1	1/16	1/16	1		5	71	B4	4	137
109/4	0.25	8	7	13/16	13/16	4/4	1	1	1/16	1/16	1		8	68	G#4	4	138
55/2	0.5	8	7	7/8	7/8	4/4	2	1	1/8	1/8	1		8	56	G#3	3	142
55/2	0.5	8	7	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	142
55/2	0.25	8	7	7/8	7/8	4/4	1	1	1/16	1/16	1		6	66	F#4	4	139
111/4	0.25	8	7	15/16	15/16	4/4	1	1	1/16	1/16	1		4	64	E4	4	140
28	0.5	9	8	0	0	4/4	2	1	1/8	1/8	1		3	57	A3	3	167
28	0.5	9	8	0	0	4/4	2	1	1/8	1/8	1		7	61	C#4	4	167
28	0.25	9	8	0	0	4/4	1	1	1/16	1/16	1		6	66	F#4	4	149
113/4	0.25	9	8	1/16	1/16	4/4	1	1	1/16	1/16	1		9	63	D#4	4	150
57/2	0.5	9	8	1/8	1/8	4/4	2	1	1/8	1/8	1		8	56	G#3	3	168
57/2	0.5	9	8	1/8	1/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	168
57/2	0.5	9	8	1/8	1/8	4/4	1	1	1/8	1/8	1		4	64	E4	4	151
29	0.5	9	8	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71	B4	4	152
59/2	0.5	9	8	3/8	3/8	4/4	2	1	1/8	1/8	1		8	44	G#2	2	169
59/2	0.5	9	8	3/8	3/8	4/4	2	1	1/8	1/8	1		4	52	E3	3	169
59/2	0.5	9	8	3/8	3/8	4/4	2	1	1/8	1/8	1		8	56	G#3	3	169
59/2	0.5	9	8	3/8	3/8	4/4	1	2	1/8	1/8	1		5	59	B3	3	162
59/2	0.25	9	8	3/8	3/8	4/4	1	1	1/16	1/16	1		4	64	E4	4	153
119/4	0.25	9	8	7/16	7/16	4/4	1	1	1/16	1/16	1		6	66	F#4	4	154
30	0.5	9	8	1/2	1/2	4/4	2	1	1/8	1/8	1		6	42	F#2	2	170
30	0.5	9	8	1/2	1/2	4/4	2	1	1/8	1/8	1		9	51	D#3	3	170
30	0.5	9	8	1/2	1/2	4/4	2	1	1/8	1/8	1		6	54	F#3	3	170
30	0.5	9	8	1/2	1/2	4/4	1	2	1/8	1/8	1		3	57	A3	3	163
30	0.25	9	8	1/2	1/2	4/4	1	1	1/16	1/16	1		9	63	D#4	4	155
121/4	0.25	9	8	9/16	9/16	4/4	1	1	1/16	1/16	1		3	69	A4	4	156
61/2	0.5	9	8	5/8	5/8	4/4	2	1	1/8	1/8	1		4	40	E2	2	171
61/2	0.5	9	8	5/8	5/8	4/4	2	1	1/8	1/8	1		4	52	E3	3	171
61/2	0.5	9	8	5/8	5/8	4/4	1	2	1/8	1/8	1		5	59	B3	3	164
61/2	0.5	9	8	5/8	5/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	164
61/2	0.25	9	8	5/8	5/8	4/4	1	1	1/16	1/16	1		8	68	G#4	4	157
123/4	0.25	9	8	11/16	11/16	4/4	1	1	1/16	1/16	1		6	66	F#4	4	158
31	0.5	9	8	3/4	3/4	4/4	2	1	1/8	1/8	1		5	47	B2	2	172
31	1.0	9	8	3/4	3/4	4/4	2	2	1/4	1/4	1		5	47	B2	2	174
31	0.5	9	8	3/4	3/4	4/4	1	2	1/8	1/8	1		5	59	B3	3	165
31	0.5	9	8	3/4	3/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	165
31	0.5	9	8	3/4	3/4	4/4	1	1	1/8	1/8	1		8	68	G#4	4	159
63/2	0.5	9	8	7/8	7/8	4/4	2	1	1/8	1/8	1		5	35	B1	1	173
63/2	0.5	9	8	7/8	7/8	4/4	1	2	1/8	1/8	1		3	57	A3	3	166
63/2	0.5	9	8	7/8	7/8	4/4	1	2	1/8	1/8	1		9	63	D#4	4	166
63/2	0.25	9	8	7/8	7/8	4/4	1	1	1/16	1/16	1		6	66	F#4	4	160
127/4	0.25	9	8	15/16	15/16	4/4	1	1	1/16	1/16	1		4	64	E4	4	161
32	1.0	10	9	0	0	4/4	2	1	1/4	1/4	1		4	40	E2	2	176
32	1.0	10	9	0	0	4/4	2	1	1/4	1/4	1		4	52	E3	3	176
32	1.0	10	9	0	0	4/4	1	1	1/4	1/4	1		8	56	G#3	3	175
32	1.0	10	9	0	0	4/4	1	1	1/4	1/4	1		5	59	B3	3	175
32	1.0	10	9	0	0	4/4	1	1	1/4	1/4	1		4	64	E4	4	175
