quarterbeats	duration_qb	mc	mn	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
7/3	0.16666666666666666	1	0		7/12	5/6	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	23
5/2	0.16666666666666666	1	0		5/8	7/8	4/4	2	1	1/24	1/16	2/3		4	40	E2	2	24
5/2	0.5	1	0		5/8	7/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	8
8/3	0.16666666666666666	1	0		2/3	11/12	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	25
17/6	0.16666666666666666	1	0		17/24	23/24	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	26
3	0.16666666666666666	2	1		0	0	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	43
3	0.5	2	1		0	0	4/4	1	2	1/8	1/8	1		6	66	F#4	4	32
3	0.5	2	1		0	0	4/4	1	1	1/8	1/8	1	-1	5	71	B4	4	27
19/6	0.16666666666666666	2	1		1/24	1/24	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	44
10/3	0.16666666666666666	2	1		1/12	1/12	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	45
7/2	0.16666666666666666	2	1		1/8	1/8	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	46
7/2	0.5	2	1		1/8	1/8	4/4	1	2	1/8	1/8	1		9	63	D#4	4	33
7/2	1.0	2	1		1/8	1/8	4/4	1	1	1/4	1/4	1		5	71	B4	4	28
11/3	0.16666666666666666	2	1		1/6	1/6	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	47
23/6	0.16666666666666666	2	1		5/24	5/24	4/4	2	1	1/24	1/16	2/3		3	57	A3	3	48
4	0.16666666666666666	2	1		1/4	1/4	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	49
4	0.5	2	1		1/4	1/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	34
25/6	0.16666666666666666	2	1		7/24	7/24	4/4	2	1	1/24	1/16	2/3		10	58	A#3	3	50
13/3	0.16666666666666666	2	1		1/3	1/3	4/4	2	1	1/24	1/16	2/3		5	59	B3	3	51
9/2	0.16666666666666666	2	1		3/8	3/8	4/4	2	1	1/24	1/16	2/3		7	49	C#3	3	52
9/2	0.5	2	1		3/8	3/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	35
9/2	1.0	2	1		3/8	3/8	4/4	1	1	1/4	1/4	1		4	76	E5	5	29
14/3	0.16666666666666666	2	1		5/12	5/12	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	53
29/6	0.16666666666666666	2	1		11/24	11/24	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	54
5	0.16666666666666666	2	1		1/2	1/2	4/4	2	1	1/24	1/16	2/3		6	42	F#2	2	55
5	0.16666666666666666	2	1		1/2	1/2	4/4	1	2	1/24	1/16	2/3		10	70	A#4	4	36
31/6	0.16666666666666666	2	1		13/24	13/24	4/4	2	1	1/24	1/16	2/3		8	44	G#2	2	56
31/6	0.16666666666666666	2	1		13/24	13/24	4/4	1	2	1/24	1/16	2/3		5	71	B4	4	37
16/3	0.16666666666666666	2	1		7/12	7/12	4/4	2	1	1/24	1/16	2/3		10	46	A#2	2	57
16/3	0.16666666666666666	2	1		7/12	7/12	4/4	1	2	1/24	1/16	2/3		7	73	C#5	5	38
11/2	0.16666666666666666	2	1		5/8	5/8	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	58
11/2	0.3333333333333333	2	1		5/8	5/8	4/4	1	2	1/12	1/8	2/3		6	66	F#4	4	39
11/2	0.5	2	1		5/8	5/8	4/4	1	1	1/8	1/8	1		9	75	D#5	5	30
17/3	0.16666666666666666	2	1		2/3	2/3	4/4	2	1	1/24	1/16	2/3		7	49	C#3	3	59
35/6	0.16666666666666666	2	1		17/24	17/24	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	60
35/6	0.16666666666666666	2	1		17/24	17/24	4/4	1	2	1/24	1/16	2/3	1	5	71	B4	4	40
6	0.16666666666666666	2	1		3/4	3/4	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	61
6	0.5	2	1		3/4	3/4	4/4	1	2	1/8	1/8	1	-1	5	71	B4	4	41
6	1.0	2	1		3/4	3/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	31
37/6	0.16666666666666666	2	1		19/24	19/24	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	62
19/3	0.16666666666666666	2	1		5/6	5/6	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	63
13/2	0.16666666666666666	2	1		7/8	7/8	4/4	2	1	1/24	1/16	2/3		7	49	C#3	3	64
13/2	0.5	2	1		7/8	7/8	4/4	1	2	1/8	1/8	1		10	70	A#4	4	42
20/3	0.16666666666666666	2	1		11/12	11/12	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	65
41/6	0.16666666666666666	2	1		23/24	23/24	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	66
7	0.16666666666666666	3	2		0	0	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	78
7	0.5	3	2		0	0	4/4	1	2	1/8	1/8	1		5	71	B4	4	70
7	2.0	3	2		0	0	4/4	1	1	1/2	1/2	1	1	5	71	B4	4	67
43/6	0.16666666666666666	3	2		1/24	1/24	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	79
22/3	0.16666666666666666	3	2		1/12	1/12	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	80
15/2	0.16666666666666666	3	2		1/8	1/8	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	81
15/2	0.5	3	2		1/8	1/8	4/4	1	2	1/8	1/8	1		9	63	D#4	4	71
23/3	0.16666666666666666	3	2		1/6	1/6	4/4	2	1	1/24	1/16	2/3		5	59	B3	3	82
47/6	0.16666666666666666	3	2		5/24	5/24	4/4	2	1	1/24	1/16	2/3		3	57	A3	3	83
8	0.16666666666666666	3	2		1/4	1/4	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	84
8	0.5	3	2		1/4	1/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	72
49/6	0.16666666666666666	3	2		7/24	7/24	4/4	2	1	1/24	1/16	2/3		3	57	A3	3	85
25/3	0.16666666666666666	3	2		1/3	1/3	4/4	2	1	1/24	1/16	2/3		5	59	B3	3	86
17/2	0.16666666666666666	3	2		3/8	3/8	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	87
17/2	0.5	3	2		3/8	3/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	73
26/3	0.16666666666666666	3	2		5/12	5/12	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	88
53/6	0.16666666666666666	3	2		11/24	11/24	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	89
9	0.16666666666666666	3	2		1/2	1/2	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	90
9	0.5	3	2		1/2	1/2	4/4	1	2	1/8	1/8	1		6	66	F#4	4	74
9	0.5	3	2		1/2	1/2	4/4	1	1	1/8	1/8	1	-1	5	71	B4	4	68
55/6	0.16666666666666666	3	2		13/24	13/24	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	91
28/3	0.16666666666666666	3	2		7/12	7/12	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	92
19/2	0.16666666666666666	3	2		5/8	5/8	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	93
19/2	0.5	3	2		5/8	5/8	4/4	1	2	1/8	1/8	1		9	63	D#4	4	75
19/2	1.5	3	2		5/8	5/8	4/4	1	1	3/8	1/4	3/2	1	5	71	B4	4	69
29/3	0.16666666666666666	3	2		2/3	2/3	4/4	2	1	1/24	1/16	2/3		7	49	C#3	3	94
59/6	0.16666666666666666	3	2		17/24	17/24	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	95
10	0.16666666666666666	3	2		3/4	3/4	4/4	2	1	1/24	1/16	2/3		8	44	G#2	2	96
10	0.5	3	2		3/4	3/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	76
61/6	0.16666666666666666	3	2		19/24	19/24	4/4	2	1	1/24	1/16	2/3		3	45	A2	2	97
31/3	0.16666666666666666	3	2		5/6	5/6	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	98
21/2	0.16666666666666666	3	2		7/8	7/8	4/4	2	1	1/24	1/16	2/3		4	40	E2	2	99
21/2	0.5	3	2		7/8	7/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	77
32/3	0.16666666666666666	3	2		11/12	11/12	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	100
65/6	0.16666666666666666	3	2		23/24	23/24	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	101
11	0.16666666666666666	4	3		0	0	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	118
11	0.5	4	3		0	0	4/4	1	2	1/8	1/8	1		6	66	F#4	4	107
11	0.5	4	3		0	0	4/4	1	1	1/8	1/8	1	-1	5	71	B4	4	102
67/6	0.16666666666666666	4	3		1/24	1/24	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	119
34/3	0.16666666666666666	4	3		1/12	1/12	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	120
23/2	0.16666666666666666	4	3		1/8	1/8	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	121
23/2	0.5	4	3		1/8	1/8	4/4	1	2	1/8	1/8	1		9	63	D#4	4	108
23/2	1.0	4	3		1/8	1/8	4/4	1	1	1/4	1/4	1		5	71	B4	4	103
35/3	0.16666666666666666	4	3		1/6	1/6	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	122
71/6	0.16666666666666666	4	3		5/24	5/24	4/4	2	1	1/24	1/16	2/3		3	57	A3	3	123
12	0.16666666666666666	4	3		1/4	1/4	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	124
12	0.5	4	3		1/4	1/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	109
73/6	0.16666666666666666	4	3		7/24	7/24	4/4	2	1	1/24	1/16	2/3		10	58	A#3	3	125
37/3	0.16666666666666666	4	3		1/3	1/3	4/4	2	1	1/24	1/16	2/3		5	59	B3	3	126
25/2	0.16666666666666666	4	3		3/8	3/8	4/4	2	1	1/24	1/16	2/3		7	49	C#3	3	127
25/2	0.5	4	3		3/8	3/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	110
25/2	1.0	4	3		3/8	3/8	4/4	1	1	1/4	1/4	1		4	76	E5	5	104
38/3	0.16666666666666666	4	3		5/12	5/12	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	128
77/6	0.16666666666666666	4	3		11/24	11/24	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	129
13	0.16666666666666666	4	3		1/2	1/2	4/4	2	1	1/24	1/16	2/3		6	42	F#2	2	130
13	0.16666666666666666	4	3		1/2	1/2	4/4	1	2	1/24	1/16	2/3		10	70	A#4	4	111
79/6	0.16666666666666666	4	3		13/24	13/24	4/4	2	1	1/24	1/16	2/3		8	44	G#2	2	131
79/6	0.16666666666666666	4	3		13/24	13/24	4/4	1	2	1/24	1/16	2/3		5	71	B4	4	112
40/3	0.16666666666666666	4	3		7/12	7/12	4/4	2	1	1/24	1/16	2/3		10	46	A#2	2	132
40/3	0.16666666666666666	4	3		7/12	7/12	4/4	1	2	1/24	1/16	2/3		7	73	C#5	5	113
27/2	0.16666666666666666	4	3		5/8	5/8	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	133
27/2	0.3333333333333333	4	3		5/8	5/8	4/4	1	2	1/12	1/8	2/3		6	66	F#4	4	114
27/2	0.5	4	3		5/8	5/8	4/4	1	1	1/8	1/8	1		9	75	D#5	5	105
41/3	0.16666666666666666	4	3		2/3	2/3	4/4	2	1	1/24	1/16	2/3		7	49	C#3	3	134
83/6	0.16666666666666666	4	3		17/24	17/24	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	135
83/6	0.16666666666666666	4	3		17/24	17/24	4/4	1	2	1/24	1/16	2/3		5	71	B4	4	115
14	0.16666666666666666	4	3		3/4	3/4	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	136
14	0.5	4	3		3/4	3/4	4/4	1	2	1/8	1/8	1		5	71	B4	4	116
14	1.0	4	3		3/4	3/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	106
85/6	0.16666666666666666	4	3		19/24	19/24	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	137
43/3	0.16666666666666666	4	3		5/6	5/6	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	138
29/2	0.16666666666666666	4	3		7/8	7/8	4/4	2	1	1/24	1/16	2/3		7	49	C#3	3	139
29/2	0.5	4	3		7/8	7/8	4/4	1	2	1/8	1/8	1		10	70	A#4	4	117
44/3	0.16666666666666666	4	3		11/12	11/12	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	140
89/6	0.16666666666666666	4	3		23/24	23/24	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	141
15	0.16666666666666666	5	4		0	0	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	148
15	0.5	5	4		0	0	4/4	1	2	1/8	1/8	1		5	71	B4	4	144
15	1.5	5	4		0	0	4/4	1	1	3/8	1/4	3/2		5	71	B4	4	142
91/6	0.16666666666666666	5	4		1/24	1/24	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	149
46/3	0.16666666666666666	5	4		1/12	1/12	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	150
31/2	0.16666666666666666	5	4		1/8	1/8	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	151
31/2	0.5	5	4		1/8	1/8	4/4	1	2	1/8	1/8	1		9	63	D#4	4	145
47/3	0.16666666666666666	5	4		1/6	1/6	4/4	2	1	1/24	1/16	2/3		5	59	B3	3	152
95/6	0.16666666666666666	5	4		5/24	5/24	4/4	2	1	1/24	1/16	2/3		3	57	A3	3	153
16	0.16666666666666666	5	4		1/4	1/4	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	154
16	0.5	5	4		1/4	1/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	146
97/6	0.16666666666666666	5	4		7/24	7/24	4/4	2	1	1/24	1/16	2/3		3	57	A3	3	155
49/3	0.16666666666666666	5	4		1/3	1/3	4/4	2	1	1/24	1/16	2/3		5	59	B3	3	156
33/2	0.16666666666666666	5	4		3/8	3/8	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	157
33/2	0.5	5	4		3/8	3/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	147
33/2	0.5	5	4		3/8	3/8	4/4	1	1	1/8	1/8	1		4	76	E5	5	143
50/3	0.16666666666666666	5	4		5/12	5/12	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	158
101/6	0.16666666666666666	5	4		11/24	11/24	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	159
17	0.16666666666666666	6	4		0	1/2	4/4	2	1	1/24	1/16	2/3		3	57	A3	3	166
17	0.5	6	4		0	1/2	4/4	1	2	1/8	1/8	1		4	64	E4	4	162
17	1.0	6	4		0	1/2	4/4	1	1	1/4	1/4	1		7	73	C#5	5	160
103/6	0.16666666666666666	6	4		1/24	13/24	4/4	2	1	1/24	1/16	2/3		5	59	B3	3	167
52/3	0.16666666666666666	6	4		1/12	7/12	4/4	2	1	1/24	1/16	2/3		7	61	C#4	4	168
35/2	0.16666666666666666	6	4		1/8	5/8	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	169
35/2	1.0	6	4		1/8	5/8	4/4	1	2	1/4	1/4	1		3	69	A4	4	163
53/3	0.16666666666666666	6	4		1/6	2/3	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	170
107/6	0.16666666666666666	6	4		5/24	17/24	4/4	2	1	1/24	1/16	2/3		3	57	A3	3	171
18	0.16666666666666666	6	4		1/4	3/4	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	172
18	1.0	6	4		1/4	3/4	4/4	1	3	1/4	1/4	1	1	5	71	B4	4	165
109/6	0.16666666666666666	6	4		7/24	19/24	4/4	2	1	1/24	1/16	2/3		3	57	A3	3	173
55/3	0.16666666666666666	6	4		1/3	5/6	4/4	2	1	1/24	1/16	2/3		5	59	B3	3	174
37/2	0.16666666666666666	6	4		3/8	7/8	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	175
37/2	0.5	6	4		3/8	7/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	164
37/2	0.5	6	4		3/8	7/8	4/4	1	1	1/8	1/8	1		4	76	E5	5	161
56/3	0.16666666666666666	6	4		5/12	11/12	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	176
113/6	0.16666666666666666	6	4		11/24	23/24	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	177
19	0.16666666666666666	7	5		0	0	4/4	2	1	1/24	1/16	2/3		3	57	A3	3	190
19	0.5	7	5		0	0	4/4	1	2	1/8	1/8	1		4	64	E4	4	183
19	0.5	7	5		0	0	4/4	1	2	1/8	1/8	1	-1	5	71	B4	4	183
19	1.0	7	5		0	0	4/4	1	1	1/4	1/4	1		7	73	C#5	5	178
115/6	0.16666666666666666	7	5		1/24	1/24	4/4	2	1	1/24	1/16	2/3		5	59	B3	3	191
58/3	0.16666666666666666	7	5		1/12	1/12	4/4	2	1	1/24	1/16	2/3		7	61	C#4	4	192
39/2	0.16666666666666666	7	5		1/8	1/8	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	193
39/2	1.0	7	5		1/8	1/8	4/4	1	2	1/4	1/4	1		3	69	A4	4	184
59/3	0.16666666666666666	7	5		1/6	1/6	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	194
119/6	0.16666666666666666	7	5		5/24	5/24	4/4	2	1	1/24	1/16	2/3		3	57	A3	3	195
20	0.16666666666666666	7	5		1/4	1/4	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	196
20	1.0	7	5		1/4	1/4	4/4	1	3	1/4	1/4	1		5	71	B4	4	189
121/6	0.16666666666666666	7	5		7/24	7/24	4/4	2	1	1/24	1/16	2/3		3	57	A3	3	197
61/3	0.16666666666666666	7	5		1/3	1/3	4/4	2	1	1/24	1/16	2/3		5	59	B3	3	198
41/2	0.16666666666666666	7	5		3/8	3/8	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	199
41/2	0.5	7	5		3/8	3/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	185
41/2	0.5	7	5		3/8	3/8	4/4	1	1	1/8	1/8	1		4	76	E5	5	179
62/3	0.16666666666666666	7	5		5/12	5/12	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	200
125/6	0.16666666666666666	7	5		11/24	11/24	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	201
21	0.16666666666666666	7	5		1/2	1/2	4/4	2	1	1/24	1/16	2/3		3	57	A3	3	202
21	0.5	7	5		1/2	1/2	4/4	1	2	1/8	1/8	1		4	64	E4	4	186
21	0.5	7	5		1/2	1/2	4/4	1	2	1/8	1/8	1		5	71	B4	4	186
21	0.5	7	5		1/2	1/2	4/4	1	1	1/8	1/8	1		7	73	C#5	5	180
127/6	0.16666666666666666	7	5		13/24	13/24	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	203
64/3	0.16666666666666666	7	5		7/12	7/12	4/4	2	1	1/24	1/16	2/3		3	57	A3	3	204
43/2	0.16666666666666666	7	5		5/8	5/8	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	205
43/2	0.5	7	5		5/8	5/8	4/4	1	2	1/8	1/8	1	1	6	66	F#4	4	187
43/2	0.5	7	5		5/8	5/8	4/4	1	2	1/8	1/8	1	1	3	69	A4	4	187
65/3	0.16666666666666666	7	5		2/3	2/3	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	206
131/6	0.16666666666666666	7	5		17/24	17/24	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	207
22	0.16666666666666666	7	5		3/4	3/4	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	208
22	1.0	7	5		3/4	3/4	4/4	1	2	1/4	1/4	1		5	59	B3	3	188
22	0.5	7	5		3/4	3/4	4/4	1	1	1/8	1/8	1	-1	6	66	F#4	4	181
22	0.5	7	5		3/4	3/4	4/4	1	1	1/8	1/8	1	-1	3	69	A4	4	181
133/6	0.16666666666666666	7	5		19/24	19/24	4/4	2	1	1/24	1/16	2/3		7	49	C#3	3	209
67/3	0.16666666666666666	7	5		5/6	5/6	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	210
45/2	0.16666666666666666	7	5		7/8	7/8	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	211
45/2	0.5	7	5		7/8	7/8	4/4	1	1	1/8	1/8	1		4	64	E4	4	182
45/2	0.5	7	5		7/8	7/8	4/4	1	1	1/8	1/8	1		8	68	G#4	4	182
68/3	0.16666666666666666	7	5		11/12	11/12	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	212
137/6	0.16666666666666666	7	5		23/24	23/24	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	213
23	0.16666666666666666	8	6		0	0	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	228
23	1.0	8	6		0	0	4/4	1	2	1/4	1/4	1		5	59	B3	3	219
23	0.5	8	6		0	0	4/4	1	3	1/8	1/8	1		4	64	E4	4	226
23	1.0	8	6		0	0	4/4	1	1	1/4	1/4	1		6	66	F#4	4	214
139/6	0.16666666666666666	8	6		1/24	1/24	4/4	2	1	1/24	1/16	2/3		7	49	C#3	3	229
70/3	0.16666666666666666	8	6		1/12	1/12	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	230
47/2	0.16666666666666666	8	6		1/8	1/8	4/4	2	1	1/24	1/16	2/3		3	45	A2	2	231
47/2	0.5	8	6		1/8	1/8	4/4	1	3	1/8	1/8	1		9	63	D#4	4	227
71/3	0.16666666666666666	8	6		1/6	1/6	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	232
143/6	0.16666666666666666	8	6		5/24	5/24	4/4	2	1	1/24	1/16	2/3		3	45	A2	2	233
24	0.16666666666666666	8	6		1/4	1/4	4/4	2	1	1/24	1/16	2/3		8	44	G#2	2	234
24	0.5	8	6		1/4	1/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	220
24	1.5	8	6		1/4	1/4	4/4	1	1	3/8	1/4	3/2		5	71	B4	4	215
145/6	0.16666666666666666	8	6		7/24	7/24	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	235
73/3	0.16666666666666666	8	6		1/3	1/3	4/4	2	1	1/24	1/16	2/3		8	44	G#2	2	236
49/2	0.16666666666666666	8	6		3/8	3/8	4/4	2	1	1/24	1/16	2/3		4	40	E2	2	237
49/2	0.5	8	6		3/8	3/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	221
74/3	0.16666666666666666	8	6		5/12	5/12	4/4	2	1	1/24	1/16	2/3		8	44	G#2	2	238
149/6	0.16666666666666666	8	6		11/24	11/24	4/4	2	1	1/24	1/16	2/3		4	40	E2	2	239
25	0.16666666666666666	8	6		1/2	1/2	4/4	2	1	1/24	1/16	2/3		3	45	A2	2	240
25	0.5	8	6		1/2	1/2	4/4	1	2	1/8	1/8	1		7	61	C#4	4	222
151/6	0.16666666666666666	8	6		13/24	13/24	4/4	2	1	1/24	1/16	2/3		7	49	C#3	3	241
76/3	0.16666666666666666	8	6		7/12	7/12	4/4	2	1	1/24	1/16	2/3		3	45	A2	2	242
51/2	0.16666666666666666	8	6		5/8	5/8	4/4	2	1	1/24	1/16	2/3		6	42	F#2	2	243
51/2	0.5	8	6		5/8	5/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	223
51/2	0.5	8	6		5/8	5/8	4/4	1	1	1/8	1/8	1		3	69	A4	4	216
77/3	0.16666666666666666	8	6		2/3	2/3	4/4	2	1	1/24	1/16	2/3		3	45	A2	2	244
155/6	0.16666666666666666	8	6		17/24	17/24	4/4	2	1	1/24	1/16	2/3		6	42	F#2	2	245
26	0.16666666666666666	8	6		3/4	3/4	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	246
26	0.5	8	6		3/4	3/4	4/4	1	2	1/8	1/8	1		9	63	D#4	4	224
26	0.5	8	6		3/4	3/4	4/4	1	1	1/8	1/8	1		6	66	F#4	4	217
157/6	0.16666666666666666	8	6		19/24	19/24	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	247
79/3	0.16666666666666666	8	6		5/6	5/6	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	248
53/2	0.16666666666666666	8	6		7/8	7/8	4/4	2	1	1/24	1/16	2/3		8	44	G#2	2	249
53/2	0.5	8	6		7/8	7/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	225
53/2	0.5	8	6		7/8	7/8	4/4	1	1	1/8	1/8	1	1	5	71	B4	4	218
80/3	0.16666666666666666	8	6		11/12	11/12	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	250
161/6	0.16666666666666666	8	6		23/24	23/24	4/4	2	1	1/24	1/16	2/3		8	44	G#2	2	251
27	0.16666666666666666	9	7		0	0	4/4	2	1	1/24	1/16	2/3		7	49	C#3	3	273
27	0.5	9	7		0	0	4/4	1	2	1/8	1/8	1		4	64	E4	4	267
