mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0.16666666666666666		0	1/4	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	9
1	0	0	0.5		0	1/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	3
1	0	0	1.5		0	1/4	4/4	1	1	3/8	1/4	3/2		5	71	B4	4	0
1	0	1/6	0.16666666666666666		1/24	7/24	4/4	2	1	1/24	1/16	2/3		3	57	A3	3	10
1	0	1/3	0.16666666666666666		1/12	1/3	4/4	2	1	1/24	1/16	2/3		5	59	B3	3	11
1	0	1/2	0.16666666666666666		1/8	3/8	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	12
1	0	1/2	0.5		1/8	3/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	4
1	0	2/3	0.16666666666666666		1/6	5/12	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	13
1	0	5/6	0.16666666666666666		5/24	11/24	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	14
1	0	1	0.16666666666666666		1/4	1/2	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	15
1	0	1	0.5		1/4	1/2	4/4	1	2	1/8	1/8	1		6	66	F#4	4	5
1	0	7/6	0.16666666666666666		7/24	13/24	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	16
1	0	4/3	0.16666666666666666		1/3	7/12	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	17
1	0	3/2	0.16666666666666666		3/8	5/8	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	18
1	0	3/2	0.5		3/8	5/8	4/4	1	2	1/8	1/8	1		9	63	D#4	4	6
1	0	3/2	0.5		3/8	5/8	4/4	1	1	1/8	1/8	1	1	5	71	B4	4	1
1	0	5/3	0.16666666666666666		5/12	2/3	4/4	2	1	1/24	1/16	2/3		7	49	C#3	3	19
1	0	11/6	0.16666666666666666		11/24	17/24	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	20
1	0	2	0.16666666666666666		1/2	3/4	4/4	2	1	1/24	1/16	2/3		8	44	G#2	2	21
1	0	2	0.5		1/2	3/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	7
1	0	2	1.0		1/2	3/4	4/4	1	1	1/4	1/4	1	0	5	71	B4	4	2
1	0	13/6	0.16666666666666666		13/24	19/24	4/4	2	1	1/24	1/16	2/3		3	45	A2	2	22
1	0	7/3	0.16666666666666666		7/12	5/6	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	23
1	0	5/2	0.16666666666666666		5/8	7/8	4/4	2	1	1/24	1/16	2/3		4	40	E2	2	24
1	0	5/2	0.5		5/8	7/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	8
1	0	8/3	0.16666666666666666		2/3	11/12	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	25
1	0	17/6	0.16666666666666666		17/24	23/24	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	26
2	1	3	0.16666666666666666		0	0	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	43
2	1	3	0.5		0	0	4/4	1	2	1/8	1/8	1		6	66	F#4	4	32
2	1	3	0.5		0	0	4/4	1	1	1/8	1/8	1	-1	5	71	B4	4	27
2	1	19/6	0.16666666666666666		1/24	1/24	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	44
2	1	10/3	0.16666666666666666		1/12	1/12	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	45
2	1	7/2	0.16666666666666666		1/8	1/8	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	46
2	1	7/2	0.5		1/8	1/8	4/4	1	2	1/8	1/8	1		9	63	D#4	4	33
2	1	7/2	1.0		1/8	1/8	4/4	1	1	1/4	1/4	1		5	71	B4	4	28
2	1	11/3	0.16666666666666666		1/6	1/6	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	47
2	1	23/6	0.16666666666666666		5/24	5/24	4/4	2	1	1/24	1/16	2/3		3	57	A3	3	48
2	1	4	0.16666666666666666		1/4	1/4	4/4	2	1	1/24	1/16	2/3		8	56	G#3	3	49
2	1	4	0.5		1/4	1/4	4/4	1	2	1/8	1/8	1		4	64	E4	4	34
2	1	25/6	0.16666666666666666		7/24	7/24	4/4	2	1	1/24	1/16	2/3		10	58	A#3	3	50
2	1	13/3	0.16666666666666666		1/3	1/3	4/4	2	1	1/24	1/16	2/3		5	59	B3	3	51
2	1	9/2	0.16666666666666666		3/8	3/8	4/4	2	1	1/24	1/16	2/3		7	49	C#3	3	52
2	1	9/2	0.5		3/8	3/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	35
2	1	9/2	1.0		3/8	3/8	4/4	1	1	1/4	1/4	1		4	76	E5	5	29
2	1	14/3	0.16666666666666666		5/12	5/12	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	53
2	1	29/6	0.16666666666666666		11/24	11/24	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	54
2	1	5	0.16666666666666666		1/2	1/2	4/4	2	1	1/24	1/16	2/3		6	42	F#2	2	55
2	1	5	0.16666666666666666		1/2	1/2	4/4	1	2	1/24	1/16	2/3		10	70	A#4	4	36
2	1	31/6	0.16666666666666666		13/24	13/24	4/4	2	1	1/24	1/16	2/3		8	44	G#2	2	56
2	1	31/6	0.16666666666666666		13/24	13/24	4/4	1	2	1/24	1/16	2/3		5	71	B4	4	37
2	1	16/3	0.16666666666666666		7/12	7/12	4/4	2	1	1/24	1/16	2/3		10	46	A#2	2	57
2	1	16/3	0.16666666666666666		7/12	7/12	4/4	1	2	1/24	1/16	2/3		7	73	C#5	5	38
2	1	11/2	0.16666666666666666		5/8	5/8	4/4	2	1	1/24	1/16	2/3		5	47	B2	2	58
2	1	11/2	0.3333333333333333		5/8	5/8	4/4	1	2	1/12	1/8	2/3		6	66	F#4	4	39
2	1	11/2	0.5		5/8	5/8	4/4	1	1	1/8	1/8	1		9	75	D#5	5	30
2	1	17/3	0.16666666666666666		2/3	2/3	4/4	2	1	1/24	1/16	2/3		7	49	C#3	3	59
2	1	35/6	0.16666666666666666		17/24	17/24	4/4	2	1	1/24	1/16	2/3		9	51	D#3	3	60
2	1	35/6	0.16666666666666666		17/24	17/24	4/4	1	2	1/24	1/16	2/3	1	5	71	B4	4	40
2	1	6	0.16666666666666666		3/4	3/4	4/4	2	1	1/24	1/16	2/3		4	52	E3	3	61
2	1	6	0.5		3/4	3/4	4/4	1	2	1/8	1/8	1	-1	5	71	B4	4	41
2	1	6	1.0		3/4	3/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	31
2	1	37/6	0.16666666666666666		19/24	19/24	4/4	2	1	1/24	1/16	2/3		6	54	F#3	3	62
