quarterbeats	duration_qb	mc	mn	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
49/2	0.5	7	6		3/8	3/8	4/4	2	1	1/8	1/8	1		4	52	E3	3	206
49/2	0.16666666666666666	7	6		3/8	3/8	4/4	1	1	1/24	1/16	2/3		4	64	E4	4	188
74/3	0.16666666666666666	7	6		5/12	5/12	4/4	1	1	1/24	1/16	2/3		6	66	F#4	4	189
149/6	0.16666666666666666	7	6		11/24	11/24	4/4	1	1	1/24	1/16	2/3		8	68	G#4	4	190
25	1.0	7	6		1/2	1/2	4/4	2	2	1/4	1/4	1		3	45	A2	2	209
25	0.16666666666666666	7	6		1/2	1/2	4/4	1	1	1/24	1/16	2/3		7	61	C#4	4	191
151/6	0.16666666666666666	7	6		13/24	13/24	4/4	1	1	1/24	1/16	2/3		9	63	D#4	4	192
76/3	0.16666666666666666	7	6		7/12	7/12	4/4	1	1	1/24	1/16	2/3		4	64	E4	4	193
51/2	0.5	7	6		5/8	5/8	4/4	2	1	1/8	1/8	1		6	54	F#3	3	207
51/2	0.16666666666666666	7	6		5/8	5/8	4/4	1	1	1/24	1/16	2/3		6	66	F#4	4	194
77/3	0.16666666666666666	7	6		2/3	2/3	4/4	1	1	1/24	1/16	2/3		8	68	G#4	4	195
155/6	0.16666666666666666	7	6		17/24	17/24	4/4	1	1	1/24	1/16	2/3		3	69	A4	4	196
26	1.0	7	6		3/4	3/4	4/4	2	2	1/4	1/4	1		5	47	B2	2	210
26	0.16666666666666666	7	6		3/4	3/4	4/4	1	1	1/24	1/16	2/3		9	63	D#4	4	197
157/6	0.16666666666666666	7	6		19/24	19/24	4/4	1	1	1/24	1/16	2/3		4	64	E4	4	198
79/3	0.16666666666666666	7	6		5/6	5/6	4/4	1	1	1/24	1/16	2/3		6	66	F#4	4	199
53/2	0.5	7	6		7/8	7/8	4/4	2	1	1/8	1/8	1		8	56	G#3	3	208
53/2	0.16666666666666666	7	6		7/8	7/8	4/4	1	1	1/24	1/16	2/3		8	68	G#4	4	200
80/3	0.16666666666666666	7	6		11/12	11/12	4/4	1	1	1/24	1/16	2/3		3	69	A4	4	201
161/6	0.16666666666666666	7	6		23/24	23/24	4/4	1	1	1/24	1/16	2/3		5	71	B4	4	202
27	1.0	8	7		0	0	4/4	2	2	1/4	1/4	1		7	49	C#3	3	238
27	0.16666666666666666	8	7		0	0	4/4	1	1	1/24	1/16	2/3		4	64	E4	4	211
163/6	0.16666666666666666	8	7		1/24	1/24	4/4	1	1	1/24	1/16	2/3		6	66	F#4	4	212
82/3	0.16666666666666666	8	7		1/12	1/12	4/4	1	1	1/24	1/16	2/3		8	68	G#4	4	213
55/2	0.5	8	7		1/8	1/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	235
55/2	0.16666666666666666	8	7		1/8	1/8	4/4	1	1	1/24	1/16	2/3		3	69	A4	4	214
83/3	0.16666666666666666	8	7		1/6	1/6	4/4	1	1	1/24	1/16	2/3		5	71	B4	4	215
167/6	0.16666666666666666	8	7		5/24	5/24	4/4	1	1	1/24	1/16	2/3		7	73	C#5	5	216
28	0.5	8	7		1/4	1/4	4/4	2	2	1/8	1/8	1		5	47	B2	2	239
28	0.16666666666666666	8	7		1/4	1/4	4/4	1	1	1/24	1/16	2/3		9	75	D#5	5	217
169/6	0.16666666666666666	8	7		7/24	7/24	4/4	1	1	1/24	1/16	2/3		4	76	E5	5	218
85/3	0.16666666666666666	8	7		1/3	1/3	4/4	1	1	1/24	1/16	2/3		6	78	F#5	5	219
57/2	0.5	8	7		3/8	3/8	4/4	2	2	1/8	1/8	1		9	51	D#3	3	240
57/2	0.16666666666666666	8	7		3/8	3/8	4/4	1	1	1/24	1/16	2/3		3	69	A4	4	220
86/3	0.16666666666666666	8	7		5/12	5/12	4/4	1	1	1/24	1/16	2/3		8	68	G#4	4	221
173/6	0.16666666666666666	8	7		11/24	11/24	4/4	1	1	1/24	1/16	2/3		6	66	F#4	4	222
29	1.0	8	7		1/2	1/2	4/4	2	2	1/4	1/4	1		8	44	G#2	2	241
29	0.5	8	7		1/2	1/2	4/4	2	1	1/8	1/8	1		4	52	E3	3	236
29	0.16666666666666666	8	7		1/2	1/2	4/4	1	1	1/24	1/16	2/3		4	76	E5	5	223
175/6	0.16666666666666666	8	7		13/24	13/24	4/4	1	1	1/24	1/16	2/3		9	75	D#5	5	224
88/3	0.16666666666666666	8	7		7/12	7/12	4/4	1	1	1/24	1/16	2/3		7	73	C#5	5	225
59/2	0.5	8	7		5/8	5/8	4/4	2	1	1/8	1/8	1		8	56	G#3	3	237
59/2	0.16666666666666666	8	7		5/8	5/8	4/4	1	1	1/24	1/16	2/3		5	71	B4	4	226
89/3	0.16666666666666666	8	7		2/3	2/3	4/4	1	1	1/24	1/16	2/3		3	69	A4	4	227
179/6	0.16666666666666666	8	7		17/24	17/24	4/4	1	1	1/24	1/16	2/3		8	68	G#4	4	228
30	0.5	8	7		3/4	3/4	4/4	2	2	1/8	1/8	1		3	45	A2	2	242
30	0.16666666666666666	8	7		3/4	3/4	4/4	1	1	1/24	1/16	2/3		6	66	F#4	4	229
181/6	0.16666666666666666	8	7		19/24	19/24	4/4	1	1	1/24	1/16	2/3		8	68	G#4	4	230
91/3	0.16666666666666666	8	7		5/6	5/6	4/4	1	1	1/24	1/16	2/3		4	64	E4	4	231
61/2	0.5	8	7		7/8	7/8	4/4	2	2	1/8	1/8	1		5	47	B2	2	243
61/2	0.16666666666666666	8	7		7/8	7/8	4/4	1	1	1/24	1/16	2/3		5	59	B3	3	232
92/3	0.16666666666666666	8	7		11/12	11/12	4/4	1	1	1/24	1/16	2/3		4	64	E4	4	233
185/6	0.16666666666666666	8	7		23/24	23/24	4/4	1	1	1/24	1/16	2/3		9	63	D#4	4	234
	1.0	9	8	1	0	0	4/4	2	1	1/4	1/4	1		4	40	E2	2	250
	0.16666666666666666	9	8	1	0	0	4/4	1	1	1/24	1/16	2/3		4	64	E4	4	244
	0.16666666666666666	9	8	1	1/24	1/24	4/4	1	1	1/24	1/16	2/3		5	59	B3	3	245
	0.16666666666666666	9	8	1	1/12	1/12	4/4	1	1	1/24	1/16	2/3		8	56	G#3	3	246
	0.16666666666666666	9	8	1	1/8	1/8	4/4	1	1	1/24	1/16	2/3		8	56	G#3	3	247
	0.16666666666666666	9	8	1	1/6	1/6	4/4	1	1	1/24	1/16	2/3		5	71	B4	4	248
	0.16666666666666666	9	8	1	5/24	5/24	4/4	1	1	1/24	1/16	2/3		3	69	A4	4	249
31	1.0	10	8	2	0	0	4/4	2	1	1/4	1/4	1		4	40	E2	2	254
31	0.16666666666666666	10	8	2	0	0	4/4	1	1	1/24	1/16	2/3		4	64	E4	4	251
187/6	0.16666666666666666	10	8	2	1/24	1/24	4/4	1	1	1/24	1/16	2/3		5	59	B3	3	252
94/3	0.16666666666666666	10	8	2	1/12	1/12	4/4	1	1	1/24	1/16	2/3		8	56	G#3	3	253
63/2	0.5	10	8	2	1/8	1/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	255
