quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
0	0.25	1	0	0	1/4	4/4	2	1	1/16		1/16	1		8	56	G#3	3	8
0	0.5	1	0	0	1/4	4/4	1	2	1/8		1/8	1		4	64	E4	4	2
0	2.0	1	0	0	1/4	4/4	1	1	1/2		1/2	1		5	71	B4	4	0
1/4	0.25	1	0	1/16	5/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	9
1/2	0.25	1	0	1/8	3/8	4/4	2	1	1/16		1/16	1		4	52	E3	3	10
1/2	0.5	1	0	1/8	3/8	4/4	1	2	1/8		1/8	1		8	68	G#4	4	3
3/4	0.25	1	0	3/16	7/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	11
1	0.25	1	0	1/4	1/2	4/4	2	1	1/16		1/16	1		9	51	D#3	3	12
1	0.5	1	0	1/4	1/2	4/4	1	2	1/8		1/8	1		6	66	F#4	4	4
5/4	0.25	1	0	5/16	9/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	13
3/2	0.25	1	0	3/8	5/8	4/4	2	1	1/16		1/16	1		5	47	B2	2	14
3/2	0.5	1	0	3/8	5/8	4/4	1	2	1/8		1/8	1		3	69	A4	4	5
7/4	0.25	1	0	7/16	11/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	15
2	0.25	1	0	1/2	3/4	4/4	2	1	1/16		1/16	1		4	52	E3	3	16
2	0.5	1	0	1/2	3/4	4/4	1	2	1/8		1/8	1		8	68	G#4	4	6
2	1.0	1	0	1/2	3/4	4/4	1	1	1/4		1/4	1	1	5	71	B4	4	1
9/4	0.25	1	0	9/16	13/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	17
5/2	0.25	1	0	5/8	7/8	4/4	2	1	1/16		1/16	1		8	56	G#3	3	18
5/2	0.5	1	0	5/8	7/8	4/4	1	2	1/8		1/8	1		4	64	E4	4	7
11/4	0.25	1	0	11/16	15/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	19
3	0.25	2	1	0	0	4/4	2	1	1/16		1/16	1		9	51	D#3	3	31
3	0.5	2	1	0	0	4/4	1	2	1/8		1/8	1		6	66	F#4	4	24
3	1.0	2	1	0	0	4/4	1	1	1/4		1/4	1	-1	5	71	B4	4	20
13/4	0.25	2	1	1/16	1/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	32
7/2	0.25	2	1	1/8	1/8	4/4	2	1	1/16		1/16	1		5	47	B2	2	33
7/2	0.5	2	1	1/8	1/8	4/4	1	2	1/8		1/8	1		3	69	A4	4	25
15/4	0.25	2	1	3/16	3/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	34
4	0.25	2	1	1/4	1/4	4/4	2	1	1/16		1/16	1		4	52	E3	3	35
4	0.5	2	1	1/4	1/4	4/4	1	2	1/8		1/8	1		8	68	G#4	4	26
4	1.0	2	1	1/4	1/4	4/4	1	1	1/4		1/4	1		5	71	B4	4	21
17/4	0.25	2	1	5/16	5/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	36
9/2	0.25	2	1	3/8	3/8	4/4	2	1	1/16		1/16	1		8	56	G#3	3	37
9/2	0.5	2	1	3/8	3/8	4/4	1	2	1/8		1/8	1		4	64	E4	4	27
19/4	0.25	2	1	7/16	7/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	38
5	0.25	2	1	1/2	1/2	4/4	2	1	1/16		1/16	1		9	51	D#3	3	39
5	0.5	2	1	1/2	1/2	4/4	1	2	1/8		1/8	1		6	66	F#4	4	28
5	1.5	2	1	1/2	1/2	4/4	1	1	3/8		1/4	3/2		5	71	B4	4	22
21/4	0.25	2	1	9/16	9/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	40
11/2	0.25	2	1	5/8	5/8	4/4	2	1	1/16		1/16	1		5	47	B2	2	41
11/2	0.5	2	1	5/8	5/8	4/4	1	2	1/8		1/8	1		9	63	D#4	4	29
23/4	0.25	2	1	11/16	11/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	42
6	0.25	2	1	3/4	3/4	4/4	2	1	1/16		1/16	1		4	52	E3	3	43
6	1.0	2	1	3/4	3/4	4/4	1	2	1/4		1/4	1		7	61	C#4	4	30
25/4	0.25	2	1	13/16	13/16	4/4	2	1	1/16		1/16	1		8	56	G#3	3	44
13/2	0.25	2	1	7/8	7/8	4/4	2	1	1/16		1/16	1		7	49	C#3	3	45
13/2	0.5	2	1	7/8	7/8	4/4	1	1	1/8		1/8	1		10	70	A#4	4	23
27/4	0.25	2	1	15/16	15/16	4/4	2	1	1/16		1/16	1		6	54	F#3	3	46
7	0.25	3	2	0	0	4/4	2	1	1/16		1/16	1		5	47	B2	2	57
7	1.0	3	2	0	0	4/4	1	2	1/4		1/4	1		9	63	D#4	4	50
7	1.0	3	2	0	0	4/4	1	2	1/4		1/4	1		6	66	F#4	4	50
7	1.0	3	2	0	0	4/4	1	1	1/4		1/4	1		5	71	B4	4	47
29/4	0.25	3	2	1/16	1/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	58
15/2	0.25	3	2	1/8	1/8	4/4	2	1	1/16		1/16	1		3	57	A3	3	59
31/4	0.25	3	2	3/16	3/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	60
8	0.25	3	2	1/4	1/4	4/4	2	1	1/16		1/16	1		8	56	G#3	3	61
8	0.5	3	2	1/4	1/4	4/4	1	2	1/8		1/8	1		4	64	E4	4	51
8	2.0	3	2	1/4	1/4	4/4	1	1	1/2		1/2	1		5	71	B4	4	48
33/4	0.25	3	2	5/16	5/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	62
17/2	0.25	3	2	3/8	3/8	4/4	2	1	1/16		1/16	1		4	52	E3	3	63
17/2	0.5	3	2	3/8	3/8	4/4	1	2	1/8		1/8	1		8	68	G#4	4	52
35/4	0.25	3	2	7/16	7/16	4/4	2	1	1/16		1/16	1		5	59	B3	3	64
9	0.25	3	2	1/2	1/2	4/4	2	1	1/16		1/16	1		9	51	D#3	3	65
9	0.5	3	2	1/2	1/2	4/4	1	2	1/8		1/8	1		6	66	F#4	4	53
37/4	0.25	3	2	9/16	9/16	4/4	2	1	1/16		1/16	1		6	54	F#3	3	66
19/2	0.25	3	2	5/8	5/8	4/4	2	1	1/16		1/16	1		5	47	B2	2	67
19/2	0.5	3	2	5/8	5/8	4/4	1	2	1/8		1/8	1		9	63	D#4	4	54
39/4	0.25	3	2	11/16	11/16	4/4	2	1	1/16		1/16	1		9	51	D#3	3	68
10	0.25	3	2	3/4	3/4	4/4	2	1	1/16		1/16	1		8	44	G#2	2	69
10	0.5	3	2	3/4	3/4	4/4	1	2	1/8		1/8	1		4	64	E4	4	55
10	1.0	3	2	3/4	3/4	4/4	1	1	1/4		1/4	1	1	5	71	B4	4	49
41/4	0.25	3	2	13/16	13/16	4/4	2	1	1/16		1/16	1		5	47	B2	2	70
21/2	0.25	3	2	7/8	7/8	4/4	2	1	1/16		1/16	1		4	40	E2	2	71
21/2	0.5	3	2	7/8	7/8	4/4	1	2	1/8		1/8	1		8	68	G#4	4	56
43/4	0.25	3	2	15/16	15/16	4/4	2	1	1/16		1/16	1		4	52	E3	3	72
11	0.25	4	3	0	0	4/4	2	1	1/16		1/16	1		9	51	D#3	3	84
11	0.5	4	3	0	0	4/4	1	2	1/8		1/8	1		6	66	F#4	4	77
11	1.0	4	3	0	0	4/4	1	1	1/4		1/4	1	-1	5	71	B4	4	73
45/4	0.25	4	3	1/16	1/16	4/4	2	1	1/16		1/16	1		6	54	F#3	3	85
23/2	0.25	4	3	1/8	1/8	4/4	2	1	1/16		1/16	1		5	47	B2	2	86
23/2	0.5	4	3	1/8	1/8	4/4	1	2	1/8		1/8	1		9	63	D#4	4	78
47/4	0.25	4	3	3/16	3/16	4/4	2	1	1/16		1/16	1		9	51	D#3	3	87
12	0.25	4	3	1/4	1/4	4/4	2	1	1/16		1/16	1		8	44	G#2	2	88
12	0.5	4	3	1/4	1/4	4/4	1	2	1/8		1/8	1		4	64	E4	4	79
12	1.0	4	3	1/4	1/4	4/4	1	1	1/4		1/4	1		5	71	B4	4	74
49/4	0.25	4	3	5/16	5/16	4/4	2	1	1/16		1/16	1		5	47	B2	2	89
25/2	0.25	4	3	3/8	3/8	4/4	2	1	1/16		1/16	1		4	40	E2	2	90
25/2	0.5	4	3	3/8	3/8	4/4	1	2	1/8		1/8	1		8	68	G#4	4	80
51/4	0.25	4	3	7/16	7/16	4/4	2	1	1/16		1/16	1		4	52	E3	3	91
13	0.25	4	3	1/2	1/2	4/4	2	1	1/16		1/16	1		9	51	D#3	3	92
13	0.5	4	3	1/2	1/2	4/4	1	2	1/8		1/8	1		6	66	F#4	4	81
13	1.5	4	3	1/2	1/2	4/4	1	1	3/8		1/4	3/2		5	71	B4	4	75
53/4	0.25	4	3	9/16	9/16	4/4	2	1	1/16		1/16	1		6	54	F#3	3	93
27/2	0.25	4	3	5/8	5/8	4/4	2	1	1/16		1/16	1		5	47	B2	2	94
27/2	0.5	4	3	5/8	5/8	4/4	1	2	1/8		1/8	1		9	63	D#4	4	82
55/4	0.25	4	3	11/16	11/16	4/4	2	1	1/16		1/16	1		9	51	D#3	3	95
14	0.25	4	3	3/4	3/4	4/4	2	1	1/16		1/16	1		4	52	E3	3	96
14	1.0	4	3	3/4	3/4	4/4	1	2	1/4		1/4	1		7	61	C#4	4	83
57/4	0.25	4	3	13/16	13/16	4/4	2	1	1/16		1/16	1		7	49	C#3	3	97
29/2	0.25	4	3	7/8	7/8	4/4	2	1	1/16		1/16	1		6	54	F#3	3	98
29/2	0.5	4	3	7/8	7/8	4/4	1	1	1/8		1/8	1		10	70	A#4	4	76
59/4	0.25	4	3	15/16	15/16	4/4	2	1	1/16		1/16	1		6	42	F#2	2	99
15	0.25	5	4	0	0	4/4	2	1	1/16		1/16	1		5	47	B2	2	116
15	1.0	5	4	0	0	4/4	1	1	1/4		1/4	1		9	63	D#4	4	100
15	1.0	5	4	0	0	4/4	1	1	1/4		1/4	1		6	66	F#4	4	100
15	1.0	5	4	0	0	4/4	1	1	1/4		1/4	1		5	71	B4	4	100
61/4	0.25	5	4	1/16	1/16	4/4	2	1	1/16		1/16	1		6	54	F#3	3	117
31/2	0.25	5	4	1/8	1/8	4/4	2	1	1/16		1/16	1		5	59	B3	3	118
63/4	0.25	5	4	3/16	3/16	4/4	2	1	1/16		1/16	1		3	57	A3	3	119
