mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1		.E.I6	E	I		I6	I		6				M	0	0	4, 1, 0		0	4
1	1		I	E	I		I	I						M	0	0	0, 4, 1		0	0
1	1		V6	E	I		V6	V		6				M	0	0	5, 2, 1		1	5
1	1		V7	E	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
1	1		I	E	I		I	I						M	0	0	0, 4, 1		0	0
1	1		I6	E	I		I6	I		6				M	0	0	4, 1, 0		0	4
2	2	0.0	V6	E	I		V6	V		6				M	0	0	5, 2, 1		1	5
2	2	0.125	V7	E	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
2	2	0.25	I	E	I		I	I						M	0	0	0, 4, 1		0	0
2	2	0.375	I6	E	I		I6	I		6				M	0	0	4, 1, 0		0	4
2	2	0.5	V6	E	I		V6	V		6				M	0	0	5, 2, 1		1	5
2	2	0.625	V	E	I		V	V						M	0	0	1, 5, 2		1	1
2	2	0.75	ii65/V	E	I		ii65/V	ii		65		V		mm7	0	0	0, 4, 1, 3		3	0
2	2	0.875	V64/V	E	I		V64/V	V		64		V		M	0	0	3, 2, 6		2	3
3	3		V\\	E	I		V	V					\\	M	0	0	1, 5, 2		1	1
3	3		V2	E	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
3	3		I6	E	I		I6	I		6				M	0	0	4, 1, 0		0	4
3	3		I	E	I		I	I						M	0	0	0, 4, 1		0	0
3	3		V6	E	I		V6	V		6				M	0	0	5, 2, 1		1	5
3	3		V	E	I		V	V						M	0	0	1, 5, 2		1	1
3	3		I6	E	I		I6	I		6				M	0	0	4, 1, 0		0	4
3	3		I	E	I		I	I						M	0	0	0, 4, 1		0	0
4	4	0.0	V6	E	I		V6	V		6				M	0	0	5, 2, 1		1	5
4	4	0.125	V	E	I		V	V						M	0	0	1, 5, 2		1	1
4	4	0.25	I6	E	I		I6	I		6				M	0	0	4, 1, 0		0	4
4	4	0.375	I	E	I		I	I						M	0	0	0, 4, 1		0	0
4	4	0.5	V6	E	I		V6	V		6				M	0	0	5, 2, 1		1	5
4	4	0.625	V	E	I		V	V						M	0	0	1, 5, 2		1	1
4	4	0.75	ii65/V	E	I		ii65/V	ii		65		V		mm7	0	0	0, 4, 1, 3		3	0
4	4	0.875	V/V	E	I		V/V	V				V		M	0	0	2, 6, 3		2	2
5	5		V\\	E	I		V	V					\\	M	0	0	1, 5, 2		1	1
5	5		V2	E	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
6	5	1/4	I6	E	I		I6	I		6				M	0	0	4, 1, 0		0	4
6	5	3/8	V6(+4)	E	I		V6(+4)	V		6	+4			M	0	0	5, 2, 1	0	1	5
6	5	1/2	IV6	E	I		IV6	IV		6				M	0	0	3, 0, -1		-1	3
6	5	5/8	IV	E	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
6	5	3/4	I6	E	I		I6	I		6				M	0	0	4, 1, 0		0	4
6	5	7/8	I	E	I		I	I						M	0	0	0, 4, 1		0	0
7	6	3/4	IV6	E	I		IV6	IV		6				M	0	0	3, 0, -1		-1	3
7	6	7/8	IV	E	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
7	6	1	I6	E	I		I6	I		6				M	0	0	4, 1, 0		0	4
7	6	9/8	I	E	I		I	I						M	0	0	0, 4, 1		0	0
7	6	5/4	IV	E	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
7	6	11/8	I6	E	I		I6	I		6				M	0	0	4, 1, 0		0	4
7	6	3/2	viio6	E	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
7	6	13/8	I	E	I		I	I						M	0	0	0, 4, 1		0	0
8	7	0.0	V\\	E	I		V	V					\\	M	0	0	1, 5, 2		1	1
8	7	0.125	V2	E	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
8	7	0.25	I6	E	I		I6	I		6				M	0	0	4, 1, 0		0	4
8	7	0.5	IV	E	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
8	7	0.75	I6	E	I		I6	I		6				M	0	0	4, 1, 0		0	4
9	8		IV	E	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
9	8		I6	E	I		I6	I		6				M	0	0	4, 1, 0		0	4
9	8		viio6	E	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
9	8		viio	E	I		viio	vii	o					o	0	0	5, 2, -1		5	5
9	8		I	E	I		I	I						M	0	0	0, 4, 1		0	0
9	8		ii6	E	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
9	8		V(64)	E	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
9	8		V	E	I		V	V						M	0	0	1, 5, 2		1	1
10	9	0.0	I\\	E	I		I	I					\\	M	0	0	0, 4, 1		0	0
