mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1/4	4/4	1	1		.E.I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
1	1	1/8	3/8	4/4	1	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
1	1	1/4	1/2	4/4	1	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
1	1	3/8	5/8	4/4	1	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
1	1	1/2	3/4	4/4	1	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
1	1	5/8	7/8	4/4	1	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
2	2	0	0	4/4	1	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
2	2	1/8	1/8	4/4	1	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	2	1/4	1/4	4/4	1	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	3/8	3/8	4/4	1	1		ii/V	E	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
2	2	1/2	1/2	4/4	1	1		V7/V	E	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
2	2	5/8	5/8	4/4	1	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
2	2	3/4	3/4	4/4	1	1		ii65/V	E	I		ii65/V	ii		65		V			mm7	0	0	0, 4, 1, 3		3	0
2	2	7/8	7/8	4/4	1	1		V43/V	E	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
3	3	0	0	4/4	1	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	1/8	1/8	4/4	1	1		V\\	E	I		V	V						\\	M	0	0	1, 5, 2		1	1
3	3	1/6	1/6	4/4	1	1		V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
3	3	1/4	1/4	4/4	1	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	3/8	3/8	4/4	1	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
3	3	1/2	1/2	4/4	1	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	5/8	5/8	4/4	1	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
3	3	3/4	3/4	4/4	1	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	7/8	7/8	4/4	1	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
4	4	0	0	4/4	1	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	4	1/8	1/8	4/4	1	1		V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	1/4	1/4	4/4	1	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	3/8	3/8	4/4	1	1		ii/V	E	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
4	4	1/2	1/2	4/4	1	1		V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
