mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin
8	7	29	29	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	245										27			2
8	7	117/4	117/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	246										27			2
8	7	59/2	59/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	247													2
8	7	119/4	119/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	248		articStaccatoBelow											2
8	7	30	30	0.0	3/4	3/4	Spanner	4/4	1	1	0																	
8	7	30	30	0.0	3/4	3/4	Spanner	4/4	1	1	0															2		
8	7	30	30	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	249										28	2		
8	7	121/4	121/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	250											2		
8	7	61/2	61/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	251		articStaccatoBelow									2		
8	7	123/4	123/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	252		articStaccatoBelow									2		
8	7	55/2	55/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	253		articStaccatoAbove											
8	7	57/2	57/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	254		articStaccatoAbove											
8	7	59/2	59/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	255		articStaccatoAbove											
8	7	30	30	0.0	3/4	3/4	StaffText	4/4	2	1	0							ten.										
8	7	30	30	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	256													
8	7	27	27	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	257													
8	7	28	28	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	258													
8	7	29	29	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	259										29			
8	7	61/2	61/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	260		articStaccatoBelow											
9	8	31	31	0.0	0	0	Spanner	4/4	1	1	0																	
9	8	31	31	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	261													
9	8	32	32	0.0	1/4	1/4	Spanner	4/4	1	1	0																	3
9	8	32	32	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	262										30			3
9	8	257/8	257/8	0.0	9/32	9/32	Spanner	4/4	1	1	0														30			3, 4
9	8	257/8	257/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	263										30			3, 4
9	8	129/4	129/4	0.0	5/16	5/16	Spanner	4/4	1	1	0														30			3
9	8	129/4	129/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	264										30			3
9	8	259/8	259/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	265										30			3
9	8	65/2	65/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	266										30			3
9	8	261/8	261/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	267										30			3
9	8	131/4	131/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	268										30			3
9	8	263/8	263/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	269													3
9	8	33	33	0.0	1/2	1/2	StaffText	4/4	1	1	0							ten.										
9	8	33	33	0.0	1/2	1/2	Spanner	4/4	1	1	0																	
9	8	33	33	0.0	1/2	1/2	Spanner	4/4	1	1	0															3		
9	8	33	33	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	270		articAccentAbove								31	3		
9	8	67/2	67/2	0.0	5/8	5/8	Spanner	4/4	1	1	0																	
9	8	67/2	67/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	271		articStaccatoAbove											
9	8	34	34	0.0	3/4	3/4	Spanner	4/4	1	1	0																	5
9	8	34	34	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	272										32			5
9	8	273/8	273/8	0.0	25/32	25/32	Spanner	4/4	1	1	0														32			5, 6
9	8	273/8	273/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	273										32			5, 6
9	8	137/4	137/4	0.0	13/16	13/16	Spanner	4/4	1	1	0														32			5
9	8	137/4	137/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	274										32			5
9	8	275/8	275/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	275										32			5
9	8	69/2	69/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	276										32			5
9	8	277/8	277/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	277										32			5
9	8	139/4	139/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	278										32			5
9	8	279/8	279/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	279													5
9	8	33	33	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	280													5
9	8	31	31	0.0	0	0	Spanner	4/4	2	1	0																	7
9	8	31	31	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	281										33			7
9	8	125/4	125/4	0.125	1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	282										33			7
9	8	251/8	251/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	283										33			7
9	8	63/2	63/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	284										33			7
9	8	253/8	253/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	285										33			7
9	8	127/4	127/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	286													7
9	8	255/8	255/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	287													7
9	8	32	32	0.0	1/4	1/4	StaffText	4/4	2	1	0							ten.										
9	8	32	32	0.0	1/4	1/4	Spanner	4/4	2	1	0																	
9	8	32	32	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	288													
9	8	33	33	0.0	1/2	1/2	Spanner	4/4	2	1	0																	8
9	8	33	33	0.125	1/2	1/2	Chord	4/4	2	1	1/32		1/32	1	289										34			8
9	8	265/8	265/8	0.125	17/32	17/32	Chord	4/4	2	1	1/32		1/32	1	290										34			8
9	8	133/4	133/4	0.125	9/16	9/16	Chord	4/4	2	1	1/32		1/32	1	291										34			8
9	8	267/8	267/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	292										34			8
9	8	67/2	67/2	0.125	5/8	5/8	Chord	4/4	2	1	1/32		1/32	1	293										34			8
9	8	269/8	269/8	0.125	21/32	21/32	Chord	4/4	2	1	1/32		1/32	1	294										34			8
9	8	135/4	135/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	295										34			8
9	8	271/8	271/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	296													8
9	8	34	34	0.0	3/4	3/4	Spanner	4/4	2	1	0																	
9	8	34	34	0.0	3/4	3/4	Spanner	4/4	2	1	0															4		
9	8	34	34	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	297		articAccentAbove								35	4		
9	8	69/2	69/2	0.0	7/8	7/8	Spanner	4/4	2	1	0																	
9	8	69/2	69/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	298		articStaccatoAbove											
9	8	65/2	65/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	299		articStaccatoBelow											
10	9	35	35	0.0	0	0	Spanner	4/4	1	1	0																	
10	9	35	35	0.0	0	0	Spanner	4/4	1	1	0															5		
10	9	35	35	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	300		articAccentAbove								36	5		
10	9	71/2	71/2	0.0	1/8	1/8	Spanner	4/4	1	1	0																	
10	9	71/2	71/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	301		articStaccatoAbove											
10	9	36	36	0.0	1/4	1/4	Spanner	4/4	1	1	0																	9
10	9	36	36	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	302										37			9
10	9	289/8	289/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	303										37			9
10	9	145/4	145/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	304										37			9
10	9	291/8	291/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	305										37			9
10	9	73/2	73/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	306										37			9
10	9	293/8	293/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	307										37			9
10	9	147/4	147/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	308										37			9
10	9	295/8	295/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	309													9
10	9	37	37	0.0	1/2	1/2	Dynamic	4/4	1	1	0					f												
10	9	37	37	0.0	1/2	1/2	Spanner	4/4	1	1	0																	
10	9	37	37	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	310										38			
10	9	149/4	149/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	311													
10	9	75/2	75/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	312										39			
10	9	151/4	151/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	313													
10	9	38	38	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	314										40			
10	9	153/4	153/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	315										40			
10	9	77/2	77/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	316													
10	9	155/4	155/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	317		articStaccatoAbove											
10	9	35	35	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	318													
10	9	37	37	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	319													
10	9	75/2	75/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	320													
10	9	38	38	0.75	3/4	3/4	Chord	4/4	1	2	3/16		1/8	3/2	321													
10	9	155/4	155/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	322													
10	9	35	35	0.0	0	0	Spanner	4/4	2	1	0																	10
10	9	35	35	0.125	0	0	Chord	4/4	2	1	1/32		1/32	1	323										41			10
10	9	281/8	281/8	0.125	1/32	1/32	Chord	4/4	2	1	1/32		1/32	1	324										41			10
10	9	141/4	141/4	0.125	1/16	1/16	Chord	4/4	2	1	1/32		1/32	1	325										41			10
10	9	283/8	283/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	326										41			10
10	9	71/2	71/2	0.125	1/8	1/8	Chord	4/4	2	1	1/32		1/32	1	327										41			10
10	9	285/8	285/8	0.125	5/32	5/32	Chord	4/4	2	1	1/32		1/32	1	328										41			10
10	9	143/4	143/4	0.125	3/16	3/16	Chord	4/4	2	1	1/32		1/32	1	329										41			10
10	9	287/8	287/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	330													10
10	9	36	36	0.0	1/4	1/4	Spanner	4/4	2	1	0																	
10	9	36	36	0.0	1/4	1/4	Spanner	4/4	2	1	0															6		
10	9	36	36	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	331		articAccentAbove								42	6		
10	9	73/2	73/2	0.0	3/8	3/8	Spanner	4/4	2	1	0																	
10	9	73/2	73/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	332		articStaccatoAbove											
10	9	37	37	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	333		articTenutoAbove											
10	9	75/2	75/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	334		articTenutoAbove											
10	9	38	38	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	335		articTenutoAbove											
10	9	77/2	77/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	336		articTenutoAbove											
11	10	39	39	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	337		articStaccatoBelow											
11	10	157/4	157/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	338		articStaccatoBelow											
11	10	79/2	79/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	339		articStaccatoBelow											
11	10	159/4	159/4	0.0	3/16	3/16	Dynamic	4/4	1	1	0					mf												
11	10	159/4	159/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	340		articStaccatoBelow											
11	10	40	40	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	341										43			
11	10	321/8	321/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	342										43			
11	10	161/4	161/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	343										43			
11	10	323/8	323/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	344										43			
11	10	81/2	81/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	345										43			
11	10	325/8	325/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	346										43			
11	10	163/4	163/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	347										43			
11	10	327/8	327/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	348													
11	10	41	41	0.0	1/2	1/2	StaffText	4/4	1	1	0							sempre cresc.										
11	10	41	41	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	349										44			
11	10	329/8	329/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	350										44			
11	10	165/4	165/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	351										44			
11	10	331/8	331/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	352										44			
11	10	83/2	83/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	353										44			
11	10	333/8	333/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	354										44			
11	10	167/4	167/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	355										44			
11	10	335/8	335/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	356													
11	10	42	42	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	357										45			
11	10	337/8	337/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	358										45			
11	10	169/4	169/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	359										45			
11	10	339/8	339/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	360										45			
11	10	85/2	85/2	0.125	7/8	7/8	Chord	4/4	1	1	1/32		1/32	1	361										45			
11	10	341/8	341/8	0.125	29/32	29/32	Chord	4/4	1	1	1/32		1/32	1	362										45			
11	10	171/4	171/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	363										45			
11	10	343/8	343/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	364													
11	10	39	39	0.0	0	0	Spanner	4/4	2	1	0																	11
11	10	39	39	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	365										46			11
11	10	157/4	157/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	366										46			11
11	10	79/2	79/2	0.0	1/8	1/8	Spanner	4/4	2	1	0																	
11	10	79/2	79/2	0.0	1/8	1/8	Spanner	4/4	2	1	0															7		
11	10	79/2	79/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	367											7		
11	10	159/4	159/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	368		articStaccatoBelow									7		
11	10	40	40	0.0	1/4	1/4	StaffText	4/4	2	1	0							ten.										
11	10	40	40	0.0	1/4	1/4	Spanner	4/4	2	1	0																	
11	10	81/2	81/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	369		articStaccatoAbove											
11	10	41	41	0.0	1/2	1/2	StaffText	4/4	2	1	0							ten.										
11	10	83/2	83/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	370		articStaccatoAbove											
11	10	42	42	0.0	3/4	3/4	StaffText	4/4	2	1	0							ten.										
11	10	85/2	85/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	371		articStaccatoAbove											
11	10	40	40	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	372													
11	10	41	41	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	373													
11	10	42	42	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	374													
12	11	43	43	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	375										47			
12	11	345/8	345/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	376										47			
12	11	173/4	173/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	377										47			
12	11	347/8	347/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	378										47			
12	11	87/2	87/2	0.125	1/8	1/8	Chord	4/4	1	1	1/32		1/32	1	379										47			
12	11	349/8	349/8	0.125	5/32	5/32	Chord	4/4	1	1	1/32		1/32	1	380										47			
12	11	175/4	175/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	381										47			
12	11	351/8	351/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	382													
12	11	44	44	0.0	1/4	1/4	Dynamic	4/4	1	1	0					ff												
12	11	44	44	0.0	1/4	1/4	Chord	4/4	1	1	0	acciaccatura	1/8	1	383													
12	11	44	44	0.125	1/4	1/4	Chord	4/4	1	1	1/32		1/32	1	384		articAccentAbove								48			
12	11	353/8	353/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32		1/32	1	385										48			
12	11	177/4	177/4	0.125	5/16	5/16	Chord	4/4	1	1	1/32		1/32	1	386										48			
12	11	355/8	355/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	387										48			
12	11	89/2	89/2	0.125	3/8	3/8	Chord	4/4	1	1	1/32		1/32	1	388										48			
12	11	357/8	357/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32		1/32	1	389										48			
12	11	179/4	179/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	390										48			
12	11	359/8	359/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	391										48			
12	11	45	45	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	392										48			
12	11	361/8	361/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	393										48			
12	11	181/4	181/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	394										48			
12	11	363/8	363/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	395										48			
12	11	91/2	91/2	0.125	5/8	5/8	Chord	4/4	1	1	1/32		1/32	1	396										48			
12	11	365/8	365/8	0.125	21/32	21/32	Chord	4/4	1	1	1/32		1/32	1	397										48			
12	11	183/4	183/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	398										48			
12	11	367/8	367/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	399													
12	11	46	46	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	400										49			
12	11	185/4	185/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	401													
12	11	93/2	93/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	402		articStaccatoAbove											
12	11	187/4	187/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	403		articStaccatoAbove											
12	11	46	46	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	404										50			
12	11	93/2	93/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	405													
12	11	43	43	0.0	0	0	StaffText	4/4	2	1	0							ten.										
12	11	87/2	87/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	406		articStaccatoAbove											
12	11	89/2	89/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	407		articAccentAbove											
12	11	91/2	91/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	408		articAccentAbove											
12	11	46	46	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	409		articAccentBelow											
12	11	93/2	93/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	410		articAccentBelow											
12	11	43	43	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	411													
12	11	44	44	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	412		articAccentBelow											
12	11	45	45	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	413		articAccentBelow											
13	12	47	47	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	414													
13	12	47	47	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	415													
