mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	4	4/4	3/4	1/4						firstMeasure	2
2	2	4	4/4	1	0					line		3
3	3	4	4/4	1	0							4
4	4	4	4/4	1	0					line		5
5	5	4	4/4	1/4	0							6
6	5	4	4/4	3/4	1/4			1		line	start	7
7	6	4	4/4	1	0							8
8	7	4	4/4	1	0					line		9
9	8	4	4/4	1	0							10, 11
10	9	4	4/4	1/4	0	1					end	6
11	9	4	4/4	1/4	0	2		1	double		lastMeasure	-1
